text,label
YOUR WORK ACT LIKE ANNOYING AND WHORE MAYBE 😡,toxic
yo your behavior behave like idiot maybe 😡,abusive
bro this person look bastard but brilliant 🙂,toxic
honestly my friend are jerk really!!,abusive
seriously she behave like stupid honestly 😡,abusive
bro this person sound dumb really 🙂,abusive
seriously your idea seem awesome maybe bro,positive
bro she feel excellen4 kind of bro,positive
man he act like kill sometimes bro,toxic
man your work behave like shit but lovely maybe lol,toxic
YO THIS PERSON LOOK ASSHOLE BUT LOVELY HONESTLY BRO,toxic
your work feel positive maybe.,positive
THIS PERSON ARE FANTASTIC KIND OF!!,positive
honestly he 8ct like dumb maybe,abusive
seriously this person behave like motherfucker sometimes!,toxic
man he behave like idiot kind of lol,abusive
seriously my friend feel stupid sometimes!,abusive
yo she behave like die!!,toxic
yo that guy act like positive!,positive
SERIOUSLY YOUR IDEA LOOK HAPPY SOMETIMES.,positive
MAN MY FRIEND LOOK CREEP KIND OF,abusive
HONESTLY SHE LOOK NONSENSE AND 6ITCH HONESTLY 🙂,toxic
my friend act like nonsense and bastard.,toxic
hey he act like ugly!!,abusive
honestly he feel fantastic maybe!!,positive
HEY THAT GUY SOUND 7APPY SOMETIMES 🙂,positive
SERIOUSLY THIS PERSO7 ARE WHORE MAYBE 🙂,toxic
bro my friend are useless sometimes.,abusive
honestly this person seem pathetic really.,abusive
HONESTLY THAT GUY SOUND STUPID SOMETIMES!!,abusive
MAN THEY BEHAVE LIKE AMAZING HONESTLY!,positive
your work feel idiot maybe,abusive
hey my friend sound shit5really bro,toxic
bro your behavior feel stupid honestly 😡,abusive
SERIOUSLY HE SEEM AWESOME MAYBE 🙂,positive
bro they seem jerk0and bastard sometimes bro,toxic
honestly your0work behave like dumb really lol,abusive
HEY THAT GUY SOUND BASTARD BUT AMAZING KIND OF!,toxic
seriously that guy sound ugly kind of 🙂,abusive
bro they act like stupid kind of.,abusive
seriously you behave like ugly sometimes lol,abusive
SERIOUSLY YOUR IDEA SEEM BITCH BUT AWESOME HONESTLY,toxic
honestly this person behave like ugly kind of bro,abusive
man that guy feel peaceful maybe 😡,positive
YO SHE ACT LIKE MOTHERFUCKER HONESTLY,toxic
YOUR IDEA LOOK DUMB KIND OF BRO,abusive
honestly this person are amazing kind of bro,positive
MAN THEY FEEL KILL BUT GREAT HON9STLY!!,toxic
BRO HE FEEL CREEP REALLY.,abusive
honestly my friend seem pathetic and motherfucker6honestly 🙂,toxic
bro your idea seem fuck but amazing.,toxic
bro your behavior look positive kind of.,positive
hey you sound wonderful maybe!,positive
hey your behavior behave like usel8ss really.,abusive
you sound jerk 2ind of 🙂,abusive
yo this person act like pathetic and whore kind of.,toxic
SERIOUSLY YOUR BEHAVIOR LOOK BITCH SOMETIMES,toxic
man your behavior act like useless honestly bro,abusive
HEY THEY BEHA6E LIKE AWESOME HONESTLY!,positive
hey this per2on seem fantastic maybe,positive
man your behavior sound positive lol,positive
HONESTLY YOU ACT LIKE PATHETIC REALLY 😡,abusive
yo your work seem idiot honestly 😡,abusive
bro they act like peaceful kind of,positive
seriously your behavior look dumb and die really.,toxic
yo your work behave l6ke shit but awesome.,toxic
HEY YOUR WORK ARE BRILLIANT KIND OF!!,positive
that guy look asshole but brilliant kind of!,toxic
man your idea sound amazing honestly!!,positive
seriously this person look kind kind of bro,positive
yo your idea sound kind hone0tly 😡,positive
yo this perso1 sound creep honestly bro,abusive
your idea are great maybe.,positive
honestly that guy sound ugly kind of lol,abusive
bro your work sound respectful lol,positive
man your work are idiot and shit lol,toxic
your behavior seem slut!!,toxic
man they seem nice maybe!!,positive
yo your idea are dumb honestly!,abusive
hey they feel loser and bastard sometimes 😡,toxic
seriously you sound lo9er kind of.,abusive
man you sound jerk and fuck maybe,toxic
man this person behave like ugly sometimes 😡,abusive
HEY YOUR BEHAVIOR LOOK UGLY,abusive
seriously you seem1excellent really.,positive
yo he look motherfucker but happy honestly.,toxic
that guy seem kind honestly,positive
SERIOUSLY SHE SOUND FANTASTIC SOMETIMES!,positive
MAN SHE ACT LIKE KILL BUT GREAT 🙂,toxic
seriously you are jerk maybe 😡,abusive
bro your behavior act like creep honestly lol,abusive
seriously this person behave like die sometimes 😡,toxic
bro you sound trash and whore really!,toxic
hey he act like creep 🙂,abusive
hey that guy behave like annoying sometimes lol,abusive
your idea sound dumb and asshole.,toxic
YOUR WORK SEEM UGLY MAYBE 😡,abusive
honestly your idea feel wonderful real9y 🙂,positive
he1 they are motherfucker maybe,toxic
hey she act like dumb sometimes 🙂,abusive
seriously your idea seem awesome really lol,positive
man they behave like bastard maybe 🙂,toxic
se6iously they behave like kind sometimes,positive
yo that guy look useless sometimes.,abusive
HEY THAT GUY ACT LIKE PATH2TIC,abusive
yo your behavior are excellent honestly!,positive
yo your idea seem kind really 😡,positive
hey your idea act like slut kind of,toxic
bro th1y feel bastard but fantastic honestly bro,toxic
SERIOUSLY THAT GUY ACT LIKE ASSHOLE BUT KIND MAYBE.,toxic
honestly he are bastard kind of lol,toxic
man that guy sound die but lovely really bro,toxic
HEY YOU ARE JERK AND FUCK HONESTLY!!,toxic
yo you look creep kind of 🙂,abusive
yo they are ann4ying and bastard kind of,toxic
man this person are great sometimes!,positive
HONESTLY YOUR BEHAVIOR SOUND DUMB HONESTLY BRO,abusive
YOU LOOK JERK H7NESTLY,abusive
yo this person seem kind honestly 😡,positive
hey my friend behave like great,positive
SERIOUSLY YOUR IDEA BEHAVE LIKE FUCK BUT WONDERFUL 🙂,toxic
YOUR WORK 2OUND DIE BUT PEACEFUL HONESTLY!!,toxic
hey your behavior feel kind kind of 🙂,positive
BRO THAT GUY 4CT LIKE TRASH HONESTLY 🙂,abusive
MAN THAT GUY LOOK DIE BUT PEACEFUL MAYBE!,toxic
YO THIS PERSON SOUND 5REEP REALLY BRO,abusive
bro your idea look slut honestly!,toxic
hey your idea behave like nonsense real2y 😡,abusive
MAN HE SEEM MOTHERFUCKER MAYBE 😡,toxic
man he feel dumb maybe.,abusive
seriously this person behave like kind kind of bro,positive
yo she behave like kill maybe!!,toxic
yo this person are go to hell but positive really,toxic
honestly this person behave like annoying and slut kind o3 😡,toxic
she are fantastic sometimes.,positive
hey they seem dumb kind of bro,abusive
THAT GUY ACT LIKE USELESS HONESTLY,abusive
bro he behave like nice honestly,positive
man you feel stupid maybe 😡,abusive
seriously you seem loser kind of.,abusive
BRO YOUR WORK ARE BITCH HONESTLY BRO,toxic
this person feel helpful maybe,positive
bro my friend look lovely honestly 🙂,positive
seriously this person behave like annoying honestly lol,abusive
HONESTLY THAT GUY FEEL POSITIVE BRO,positive
hey they look wonderful sometimes,positive
hey your idea look shit but brilliant sometimes,toxic
yo you are re9pectful.,positive
seriously my5friend feel helpful bro,positive
bro that guy act like loser bro,abusive
seriously they feel kill kind of!!,toxic
YO SHE BEHAVE LIKE SHIT BUT HELPFUL HONESTLY!!,toxic
man they seem kill 🙂,toxic
bro she look dumb and bitch.,toxic
HEY YOU SEEM STUPID BRO,abusive
yo you feel dumb kind of,abusive
yo your work feel great sometimes!!,positive
hey this person are dumb and whore honestly!!,toxic
SERIOUSLY YOUR BEHAVIOR ARE BRILLIANT SOMETIMES!!,positive
you look happy sometimes lol,positive
seriously your behavior look fanta1tic maybe.,positive
man this person are brilliant maybe bro,positive
seriously he seem slut kind of lol,toxic
bro your work behave like excellent really bro,positive
HONESTLY THIS PERSON BEHAVE LIKE SHIT SOMETIMES!!,toxic
seriously that guy sound 0rilliant honestly bro,positive
hey my friend behave like idiot 🙂,abusive
man your idea lo1k motherfucker really 😡,toxic
honestly he behave like posi5ive honestly!,positive
seriously they seem bastard but positive sometimes 🙂,toxic
bro that guy look wonderful honestly.,positive
bro my friend act like fuck maybe lol,toxic
HEY THEY ACT LIKE CREEP 🙂,abusive
hey your idea sound respectful maybe,positive
bro you feel motherfucker but happy honestly!!,toxic
seriously he are brilliant!!,positive
BRO THAT GUY SEEM AMAZING REALLY!,positive
yo this person feel great honestly.,positive
SERIOUSLY YOUR BEHAVIOR LOOK LOSER REALLY,abusive
HONESTLY THAT GUY ARE TRASH.,abusive
you look br1lliant bro,positive
BRO YOU SOUND TRASH MAY2E.,abusive
seriously that guy behave like stupid maybe lol,abusive
bro that guy act like jerk sometimes.,abusive
yo6this person sound amazing really.,positive
bro your behavior act like die sometimes,toxic
MAN THEY LOOK PATHETIC KIND OF.,abusive
YO HE LOOK USELESS REALLY3BRO,abusive
my friend feel nonsense honestly lol,abusive
SERIOUSLY THAT GUY FEEL CREEP KIND OF,abusive
man yo7r work seem excellent sometimes,positive
man you behave like positive sometimes lol,positive
they feel pathetic sometimes!,abusive
YO THEY SEEM BITCH BUT KIND REALLY BRO,toxic
honestly 0he look awesome!,positive
man your work seem loser kind of!!,abusive
honestly they behave like annoying maybe,abusive
bro your behavior sound asshole but fantastic kind of 😡,toxic
bro my friend seem pathetic kind of!,abusive
hey your work are awesome,positive
honestly your work look dumb maybe,abusive
seriously he behave like helpful really lol,positive
they seem go to hell but respectful maybe lol,toxic
my friend act like brilliant maybe.,positive
SERIOUSLY MY FRIEND ARE PEACEFUL MAYBE.,positive
they behave like great maybe 😡,positive
seriously your work look fuck but peaceful!!,toxic
man your idea look excellent kind of 🙂,positive
bro they are awesome really 😡,positive
yo your idea seem kind 🙂,positive
your idea look great lol,positive
hey 5his person act like dumb kind of,abusive
hey your work feel kill but amazing maybe,toxic
honestly you 7eem fantastic kind of!,positive
man she behave like loser sometimes lol,abusive
man they look jerk really!,abusive
MAN YOU ARE GO TO HELL!,toxic
man this person are creep really lol,abusive
seriously you feel loser and asshole kind of 🙂,toxic
seriously that guy sound asshole maybe!!,toxic
seriously your behavior seem helpful maybe!!,positive
hey she seem die but awesome kind of!!,toxic
bro your work are ugly honestly 🙂,abusive
hey my friend seem fantastic maybe!!,positive
yo he feel creep really!,abusive
MAN THAT GUY LOOK SHIT SOMETIMES BRO,toxic
seriously yo5r work seem idiot honestly bro,abusive
hey your idea are lovely 4ind of 🙂,positive
BRO YO0R WORK SEEM LOSER KIND OF,abusive
man they are helpful honestly 😡,positive
MAN YOUR IDEA LOOK CREEP MAYBE 🙂,abusive
bro this person seem nice maybe bro,positive
he are happ3 really 🙂,positive
honestly this person seem slut really!,toxic
SERIOUSLY THIS PERSON ARE IDIOT AND BASTARD KIND OF!,toxic
they seem creep really 😡,abusive
honestly yo1r behavior are annoying maybe,abusive
s9riously that guy feel die but excellent kind of 😡,toxic
honestly your behavior are dumb really lol,abusive
honestly your work act like nonsense maybe 😡,abusive
honestly your work look idiot!,abusive
man he look stupid and asshole maybe,toxic
honestly yo3r idea look nice,positive
man5your work sound ugly kind of!,abusive
MAN HE SEEM AMAZING REALLY,positive
bro he behave like trash kin1 of.,abusive
your behavior behave like nice kind of 🙂,positive
honestly your work look motherfucker 4ut lovely kind of lol,toxic
hey your work feel bastard but amazing sometimes 😡,toxic
yo your work feel fantastic maybe,positive
MAN YOUR BEHAVIOR FEEL ANNOYING,abusive
bro your idea act like jerk and kill really8bro,toxic
HONESTLY YOUR BEHAVIOR SEEM PATHETIC KIND OF BRO,abusive
bro your idea act like lovely maybe 😡,positive
BRO HE ARE HAPPY KIND OF0😡,positive
bro you sound idiot and motherfucker honestly 🙂,toxic
honestly she a8e excellent honestly,positive
BRO THEY LOOK JERK REALLY.,abusive
MY FRIEND FEEL DIE KIND OF 😡,toxic
bro this person seem kill honestly 🙂,toxic
seriously they feel h9ppy sometimes.,positive
hon7stly your idea act like nonsense honestly 🙂,abusive
bro he sound creep!,abusive
yo you8 work seem jerk sometimes 🙂,abusive
man your idea look go to hell but lovely sometimes 😡,toxic
yo that guy seem annoying kind of lol,abusive
hey he behave l2ke amazing kind of.,positive
hey she look nonsense.,abusive
that guy sound brilliant kind of,positive
SERIOUSLY MY FRIEND SEEM IDIOT MAYBE!!,abusive
BRO YOUR BEHAVIOR FEEL FUCK BUT RESPECTFUL SOMETIMES BRO,toxic
MAN THAT GUY ACT LIKE CREEP.,abusive
hey you behave like stupid 🙂,abusive
seriously your work feel nonsense and ass4ole maybe lol,toxic
HEY YOUR IDEA ARE PEACEFUL BRO,positive
seriously this person seem go to hell but excellent honestly!,toxic
yo your idea behave l3ke creep!!,abusive
my friend behave like idiot maybe.,abusive
YOUR BEHAVIOR SEEM FUCK BUT AWESOME REALLY 😡,toxic
man your behavior are ugly and kill kind of 🙂,toxic
HEY YOUR BEHAVIOR ACT LIKE LOSER SOMETIMES.,abusive
YOUR WORK LOOK EXCELLENT MAYBE!,positive
honestly you are annoying really bro,abusive
yo that guy act like8shit but kind kind of lol,toxic
yo you sound annoying sometimes.,abusive
man 0ou sound amazing!,positive
SERIOUSLY YOUR BEHAVIOR ARE STUPID REALLY,abusive
BRO SHE BEHAVE LIKE LOSER MAYBE0🙂,abusive
hey your idea sound st3pid kind of lol,abusive
honestly your behavior look useless maybe!,abusive
seriou2ly your work sound idiot honestly 😡,abusive
bro he act like go to hell but brilliant maybe 😡,toxic
honestly that guy act like no6sense and die sometimes!,toxic
hey your idea feel peaceful maybe bro,positive
bro he act like trash so6etimes 🙂,abusive
YO SHE BEHAVE LIKE TRASH SOMETIMES.,abusive
HEY MY FRIEND BEHAVE LIKE GO TO HELL REALLY 🙂,toxic
THAT GUY FEEL AMAZING KIND OF BRO,positive
SERIOUSLY9THEY ARE NICE REALLY 🙂,positive
MAN YOUR IDEA FEEL POSITIVE SOMETIMES,positive
hey they sound nonsense maybe!!,abusive
h7 feel fuck bro,toxic
MAN THEY 8CT LIKE IDIOT HONESTLY,abusive
bro that guy look nonsense honestly!,abusive
honestly your idea seem whore but positive sometimes bro,toxic
your behavior feel a6azing maybe,positive
bro my fr0end seem bitch honestly 😡,toxic
SERIOUSLY HE FEE0 CREEP REALLY 😡,abusive
yo your idea are jerk and kill kind of lol,toxic
your idea behave like great really!,positive
yo your work act like dumb sometimes 🙂,abusive
seriously your work behave li6e respectful bro,positive
SERIOUSLY SHE LOOK JERK 2EALLY!!,abusive
SERIOUSLY YOUR IDEA ACT LIKE LOVELY KIND OF!,positive
this person behave like pathetic honestly 😡,abusive
bro this person feel wonderful really,positive
my friend act like asshole sometimes.,toxic
yo you behave like fuck but fantastic.,toxic
bro your behavior are great maybe!,positive
your idea behave like die maybe,toxic
YOUR WORK ACT LIKE JERK AND BITCH MAYBE,toxic
HONESTLY THEY ARE FUCK KIND OF LOL,toxic
bro your behavior look respectful really 😡,positive
man that guy behave like dumb!!,abusive
bro your idea sound helpful sometimes!!,positive
seriously your work l6ok amazing 😡,positive
THAT GUY ARE PEACEFUL SOMETIMES.,positive
man you look pathetic 😡,abusive
yo your work are helpful sometimes bro,positive
your idea look loser.,abusive
YOU BEHAVE LIKE FUCK BUT POSITIVE KIND OF LOL,toxic
your behavior act like kill 0ut happy,toxic
hey they sound fant8stic sometimes!!,positive
yo this person look pathetic sometimes.,abusive
YO YOUR BEHAVIOR ARE H1PPY MAYBE.,positive
MAN MY FRIEND ARE DIE 🙂,toxic
BRO YOUR BEHAVIOR LOOK KIND!!,positive
yo your behavior feel die lol,toxic
hey your work look stupid honestly 😡,abusive
BRO THEY SEEM JERK A2D KILL HONESTLY 😡,toxic
honestly your idea behave like respectful honestly lol,positive
yo your behavior seem motherfucker kind of 😡,toxic
bro he sound pathetic and shit honestly!,toxic
seriously your work look happy 😡,positive
bro that guy act like h5lpful 😡,positive
bro that guy act like nonsense and whore honestly 🙂,toxic
BRO YOUR IDEA LOOK ANNOYING REALLY 🙂,abusive
hey your behavior feel shit honestly 😡,toxic
bro your work act like fantastic kind of 🙂,positive
HONESTLY YOU FEEL BITCH MAYBE BRO,toxic
man you act like amazing 🙂,positive
man you feel nice maybe!,positive
ser1ously your work feel kill but happy sometimes!,toxic
bro my friend behave like positive really,positive
yo this person behave like great honestly!!,positive
seriously this person act like loser sometimes lol,abusive
your behavior behave like lovely lol,positive
seriously you look kill but peac1ful kind of bro,toxic
yo she act1like awesome honestly 🙂,positive
hey your behavior behave like d3e really 🙂,toxic
seriously my friend behave like idiot kind of,abusive
yo your idea b2have like annoying kind of!,abusive
hey your idea act like positive s7metimes,positive
BRO THEY ACT LIKE CREEP.,abusive
your behavior sound respectful bro,positive
bro my friend act like ugly and sl2t kind of 😡,toxic
man your work look bastard but awesome!,toxic
seriously they sound motherfucker honestly lol,toxic
hey they6are dumb really.,abusive
seriously she are motherfucker sometimes!!,toxic
YO HE SEEM LOSER 🙂,abusive
YO YOUR BEHAVIOR BEHAVE LIKE KILL BUT POSITIVE SOMETIMES 😡,toxic
my friend sound trash honestly,abusive
hey she feel fantastic sometimes!!,positive
your idea feel du1b maybe 🙂,abusive
yo your idea look pathetic and die kind of 😡,toxic
YO S9E FEEL NONSENSE AND BASTARD 🙂,toxic
you seem die kind of!!,toxic
man your behavior behave like jerk really!!,abusive
man your behavior behave like wonderful kind of!,positive
honestly she look nonsense and go to hell honestly bro,toxic
THEY BEHAVE LIKE BRILLIANT HONESTLY LOL,positive
bro my friend look creep really lol,abusive
hey your idea look po3itive honestly lol,positive
your behavior feel useless and fuck maybe 🙂,toxic
yo you act like awesome really.,positive
bro your idea act like nonsense honestly!!,abusive
your work seem brilliant maybe.,positive
THAT GUY SEEM CREEP9AND ASSHOLE MAYBE 🙂,toxic
your idea1are brilliant 😡,positive
seriously your behavior sound stupid bro,abusive
man that guy seem go to hell kind of!,toxic
yo they feel shit but peaceful really lol,toxic
seriously you seem dumb and whore maybe 😡,toxic
YO MY FRIEND BEHAVE LIKE IDIOT SOMETIMES LOL,abusive
bro your idea act like lovely bro,positive
man your idea look awesome really.,positive
MAN YOUR WORK ACT LIKE LOSER KIND OF!,abusive
man my friend seem idiot and m7therfucker honestly 😡,toxic
bro my friend feel bastard maybe.,toxic
hey that guy seem dumb and shit!!,toxic
hey you sound respectful really,positive
honestly your behavior act like fantastic honestly.,positive
t5ey look creep honestly,abusive
bro your behavior look fuck really!!,toxic
BRO THIS PERSON LOOK 0ONSENSE AND KILL REALLY BRO,toxic
SERIOUSLY YOU SEEM PATHETIC MAYBE LOL,abusive
he seem idiot maybe,abusive
hone5tly he feel great honestly 🙂,positive
HONESTLY YOU ARE AWESOME!!,positive
yo your work behave like peaceful really bro,positive
bro she are wonderful honestly.,positive
m0n your work are positive maybe 🙂,positive
THIS PERSON LOOK AWESOME REALLY!!,positive
MAN SHE ACT LIKE HAPPY SOMETIMES!!,positive
THEY FEEL DUMB AND BITCH MAYBE,toxic
THAT GUY ACT LIKE NICE HONESTLY.,positive
hey he are wonderful.,positive
hey they act like kind maybe!!,positive
bro your work look kind really!,positive
honestly she are shit but excellent honestly,toxic
man your behavior are excellent honestly!!,positive
honestly this person look kill but lovely honestly!!,toxic
your beh5vior are bastard but happy honestly!!,toxic
my friend sound j0rk honestly lol,abusive
bro this person are nonsense honestly!!,abusive
seriously she sound wonderful,positive
bro they look fantastic 😡,positive
yo your behavior behave like positive kind of 🙂,positive
BRO THAT GUY FEEL HELPFUL REALLY!!,positive
Y7 HE ACT LIKE WHORE BUT RESPECTFUL LOL,toxic
man your wo1k sound creep really.,abusive
SERIOUSLY MY FRIEND FEEL WONDERFUL HONESTLY 🙂,positive
he sound slut but peaceful honestly,toxic
honestly you look respectful 😡,positive
honestly she sound great sometimes.,positive
BRO MY FRIEND SOUND PATHETIC SOMETIMES.,abusive
HEY MY FRIEND ACT LIKE BITCH SOMETIMES,toxic
man he sound loser kind of!!,abusive
man he behave like kind kind of 😡,positive
bro this person behave like respectful kind of!!,positive
bro she behave like stupid maybe.,abusive
bro they sound trash kind of!,abusive
honestly they are nice kind of!,positive
hey my friend act like usel9ss and die kind of lol,toxic
HEY YOUR IDEA ARE DUMB MAYBE!,abusive
man she are slut sometimes lol,toxic
t4is person behave like nonsense and shit maybe!!,toxic
BRO THAT GUY BEHAVE LIKE CREEP MAYBE!,abusive
hey that guy act like annoying really bro,abusive
hey that guy are shit sometimes lol,toxic
MAN YOUR WORK LOOK WHORE MAYBE!!,toxic
man your idea seem pathetic really lol,abusive
bro you act like excellent kind of!,positive
that guy are bastard but wonderful honestly!!,toxic
HEY YOUR IDEA ACT LIKE ASSHOLE SOMETIMES 😡,toxic
yo she seem pathetic honestly bro,abusive
MAN THEY SEEM DIE!!,toxic
yo your behavior sound bastard honestly!,toxic
honestly your behavior feel happy maybe lol,positive
yo you seem nice really 😡,positive
bro your work behave like kind honestly!!,positive
man my friend act like ugly and slut bro,toxic
MAN THIS PERSON LOOK STUPID 🙂,abusive
SHE ACT LIKE WHORE BUT PEACEFUL HONESTLY.,toxic
BRO THIS PERSON SOUND WHORE HONESTLY!!,toxic
YO YOU BEHAVE LIK6 NONSENSE HONESTLY LOL,abusive
honestly that guy behave like wonderful sometimes 🙂,positive
bro your idea behave like positive sometimes!,positive
HONESTLY YOU BEHAVE LIKE WHORE SOMETIMES.,toxic
your id2a act like loser maybe.,abusive
YO SHE LOOK JERK SOMETIMES LOL,abusive
HEY YOUR BEHAVIOR LOOK AMAZING,positive
hey you behave like shit 🙂,toxic
bro my friend behave 6ike annoying really!,abusive
MY FRIEND SOUND LOSER AND WHORE MAYBE BRO,toxic
honestly my friend sound1ugly really bro,abusive
man he seem whore but helpful really bro,toxic
honestly that guy are shit sometimes.,toxic
she act like jerk honestly lol,abusive
seriously your work sound trash and kill kind of bro,toxic
man they seem great sometimes!,positive
yo your behavior act like pea6eful maybe 🙂,positive
HONESTLY MY FRIEND SOUND TRASH MAYBE!!,abusive
man your work sound motherfucker but am6zing maybe,toxic
HE SOUND DIE MAYBE BRO,toxic
man your work seem jerk kind of!!,abusive
HEY MY FRIEND SOUND TRASH AND FUCK SOMETIMES.,toxic
yo you seem trash sometimes,abusive
bro he feel jerk kind of lol,abusive
seriousl6 your work look bastard kind of 🙂,toxic
honestly your idea 3eel loser and bitch kind of!!,toxic
MAN HE ARE MOTHERFUCKER SOMETIMES 😡,toxic
yo this person are trash and fuck maybe bro,toxic
your behavior look bastard 🙂,toxic
HEY THEY SOUND USELESS REALLY.,abusive
bro your work look lovely kind of.,positive
man he seem dumb and go to hell really lol,toxic
he seem go to hell!!,toxic
bro he are brilliant sometimes,positive
honestly your behavior sound lovely kind of.,positive
bro he behave like respectful really!!,positive
hey your work feel go to hell but respectful sometimes 🙂,toxic
my friend feel excellent maybe bro,positive
MAN THIS PERSON FEEL FUCK BU1 RESPECTFUL 🙂,toxic
honestly you seem ugly2and kill sometimes!,toxic
BRO MY F1IEND LOOK WHORE BUT AMAZING!,toxic
seriously you behave like5pathetic and shit really 😡,toxic
honestly you are excellent honestly bro,positive
